# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_47	cds	31542	33104	-	OAKKFK_01744	sdcS	Sodium-dependent dicarboxylate transporter SdcS	SO:0001217, UniRef:UniRef50_Q2FWY4
contig_47	cds	33309	34406	-	OAKKFK_01745		Rhamnogalacturonase A/B/Epimerase-like pectate lyase domain-containing protein	SO:0001217, UniRef:UniRef50_B9DMQ6
contig_47	cds	34775	35335	+	OAKKFK_01746		Isochorismatase-like domain-containing protein	SO:0001217, UniRef:UniRef50_B9E842
contig_47	cds	35388	36317	+	OAKKFK_01747		Manganese-dependent inorganic pyrophosphatase	SO:0001217, UniRef:UniRef50_P37487
contig_47	cds	36735	38114	+	OAKKFK_01748		Aldehyde dehydrogenase	SO:0001217, UniRef:UniRef50_K9AHY2
contig_47	cds	38234	39262	-	OAKKFK_01749		Uncharacterized protein SAOUHSC_02143	SO:0001217, UniRef:UniRef50_Q2FWX8
contig_47	cds	39532	39933	+	OAKKFK_01750		YolD-like family protein	SO:0001217, UniRef:UniRef50_Q2FWX7
contig_47	ncRNA	40196	40433	+	OAKKFK_01751	tsr24	S. aureus tsr24 small RNA	RFAM:RF02577, SO:0000655
contig_47	cds	40506	40679	-	OAKKFK_01752		Phage protein	SO:0001217, UniRef:UniRef50_Q2FWX6
contig_47	cds	41058	42170	+	OAKKFK_01753		Choloylglycine hydrolase	SO:0001217, UniRef:UniRef50_A0A380GLM7
contig_47	cds	42227	43069	-	OAKKFK_01754		DUF4097 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FWX4
contig_47	cds	43066	43623	-	OAKKFK_01755		DUF1700 domain-containing protein	SO:0001217, UniRef:UniRef50_B9DMR4
contig_47	cds	43683	44207	-	OAKKFK_01756		Lipoprotein	SO:0001217, UniRef:UniRef50_G5JI25
contig_47	cds	44328	44891	+	OAKKFK_01757		Thioredoxin family protein	SO:0001217, UniRef:UniRef50_Q2FWX1
contig_47	cds	44957	45697	-	OAKKFK_01758	pmtD	phenol-soluble modulin export ABC transporter permease subunit PmtD	BlastRules:WP_001221651, BlastRules:WP_001830379, SO:0001217, UniRef:UniRef50_Q2FWX0
contig_47	cds	45697	46569	-	OAKKFK_01759	pmtC	phenol-soluble modulin export ABC transporter ATP-binding protein PmtC	BlastRules:WP_000763048, BlastRules:WP_001830444, SO:0001217, UniRef:UniRef50_A0A2T4PRT0
contig_47	cds	46566	47246	-	OAKKFK_01760	pmtB	phenol-soluble modulin export ABC transporter permease subunit PmtB	BlastRules:WP_000645727, BlastRules:WP_002494112, SO:0001217, UniRef:UniRef50_Q2FWW8
contig_47	cds	47247	48143	-	OAKKFK_01761	pmtA	phenol-soluble modulin export ABC transporter ATP-binding protein PmtA	BlastRules:WP_000991302, BlastRules:WP_001830432, SO:0001217, UniRef:UniRef50_A0A380DUR2
contig_47	cds	48140	48520	-	OAKKFK_01762		HTH gntR-type domain-containing protein	SO:0001217, UniRef:UniRef50_R9LXS2
contig_47	cds	48778	48954	-	OAKKFK_01763		hypothetical protein	
contig_47	cds	49495	50781	+	OAKKFK_01764		Aspartate aminotransferase	SO:0001217, UniRef:UniRef50_A0A380FXV6
contig_47	cds	51060	51350	-	OAKKFK_01765		MAP domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001C404584
contig_47	cds	51365	52795	-	OAKKFK_01766	eap	extracellular adherence protein Eap/Map	BlastRules:WP_000669709, BlastRules:WP_001623710, SO:0001217, UniRef:UniRef50_A0AAX2YX78
contig_47	cds	53181	53381	+	OAKKFK_01767		Phospholipase C	SO:0001217, UniRef:UniRef50_A0A0U1MPY4
contig_47	cds	54556	54906	-	OAKKFK_01768	scn	complement inhibitor SCIN-A	BlastRules:WP_000702263, NCBIProtein:ADL23798.1, SO:0001217, UniRef:UniRef50_Q2FWV6
contig_47	ncRNA	55065	55206	-	OAKKFK_01769	sprD	Small pathogenicity island RNA D	RFAM:RF01828, SO:0000655
contig_47	cds	55591	56040	+	OAKKFK_01770	chp	chemotaxis-inhibiting protein CHIPS	SO:0001217, UniRef:UniRef50_Q2FWV5, VFDB:VFC0258, VFDB:VFG002422
contig_47	cds	56135	56431	-	OAKKFK_01771		N-acetylmuramoyl-L-alanine amidase	SO:0001217, UniRef:UniRef50_A0A345AR31
contig_47	ncRNA	56673	56823	-	OAKKFK_01772	sprX	Small pathogenicity island RNA X	RFAM:RF02672, SO:0000655
contig_47	cds	57120	57611	-	OAKKFK_01773	sak	staphylokinase	BlastRules:WP_000920038, NCBIProtein:CAA24957.1, SO:0001217, UniRef:UniRef50_A0A418IMH9
contig_47	cds	57802	58557	-	OAKKFK_01774	lytN	Putative cell wall hydrolase LytN	SO:0001217, UniRef:UniRef50_A0A1W7ACD2
contig_47	cds	58569	58823	-	OAKKFK_01775		Phage holin	SO:0001217, UniRef:UniRef50_A0A3D8ZD14
contig_47	ncRNA	59063	59241	-	OAKKFK_01776	rli28	Listeria sRNA rli28	RFAM:RF01492, SO:0000655
contig_47	cds	59414	60196	-	OAKKFK_01777	sep	staphylococcal enterotoxin type P	BlastRules:WP_000034846, NCBIProtein:ADC38120.1, SO:0001217, UniRef:UniRef50_P0A0L2
contig_47	cds	60305	60481	-	OAKKFK_01778		Phage protein	SO:0001217, UniRef:UniRef50_A0A6A9GUN3
contig_47	cds	60608	60982	-	OAKKFK_01779		hypothetical protein	
contig_47	cds	61038	61325	-	OAKKFK_01780		Phage protein	SO:0001217, UniRef:UniRef50_A0A0H3JMR5
contig_47	cds	61371	61523	-	OAKKFK_01781		hypothetical protein	
contig_47	cds	61516	65298	-	OAKKFK_01782		Peptidase S74 domain-containing protein	SO:0001217, UniRef:UniRef50_W5R8M1
contig_47	cds	65314	66798	-	OAKKFK_01783		Siphovirus-type tail component C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_C5I676
contig_47	cds	66795	71306	-	OAKKFK_01784	isaA	putative transglycosylase IsaA	SO:0001217, UniRef:UniRef50_A0A0U1MQ46
contig_47	cds	71363	71500	-	OAKKFK_01785		Phage protein	SO:0001217, UniRef:UniRef50_C8CH29
contig_47	cds	71551	71901	-	OAKKFK_01786		Phage protein	SO:0001217, UniRef:UniRef50_A0A0H3U503
contig_47	cds	72218	72859	-	OAKKFK_01787		hypothetical protein	
contig_47	cds	72860	73267	-	OAKKFK_01788		DUF3168 domain-containing protein	SO:0001217, UniRef:UniRef50_Q4L5J8
contig_47	cds	73264	73668	-	OAKKFK_01789		Phage protein	SO:0001217, UniRef:UniRef50_A0A9P3ZD13
contig_47	cds	73665	74027	-	OAKKFK_01790		Phage head-tail adapter protein	SO:0001217, UniRef:UniRef50_Q4L5J6
contig_47	cds	74011	74295	-	OAKKFK_01791		Phage protein	SO:0001217, UniRef:UniRef50_A0A7U7PWE4
contig_47	cds	74285	74569	-	OAKKFK_01792		Phage protein	SO:0001217, UniRef:UniRef50_A0A0H3U504
contig_47	cds	74589	75734	-	OAKKFK_01793		Phage capsid-like C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_B9DJD8
contig_47	cds	75758	76495	-	OAKKFK_01794		ATP-dependent Clp protease proteolytic subunit	SO:0001217, UniRef:UniRef50_A0A173M2D6
contig_47	cds	76479	77666	-	OAKKFK_01795		Phage portal protein	SO:0001217, UniRef:UniRef50_A0A2H4J5C5
contig_47	cds	77682	79343	-	OAKKFK_01796		Terminase large subunit	SO:0001217, UniRef:UniRef50_Q4L5J1
contig_47	cds	79340	79684	-	OAKKFK_01797		Phage protein	SO:0001217, UniRef:UniRef50_A0AAP7IF51
contig_47	cds	79815	80114	-	OAKKFK_01798	yajD	Putative HNH nuclease YajD	SO:0001217, UniRef:UniRef50_A0A9Q9NCR4
contig_47	cds	80346	80762	-	OAKKFK_01799		Transcriptional regulator	SO:0001217, UniRef:UniRef50_Q4L3V7
contig_47	cds	80790	80990	-	OAKKFK_01800		Phage protein	SO:0001217, UniRef:UniRef50_A0A0H3JV18
contig_47	cds	80990	81139	-	OAKKFK_01801	rinB	RinB	SO:0001217, UniRef:UniRef50_A0A2I6PE89
contig_47	cds	81136	81342	-	OAKKFK_01802		hypothetical protein	
contig_47	cds	81339	81584	-	OAKKFK_01803		Phage protein	SO:0001217, UniRef:UniRef50_A0A0H3U2V0
contig_47	cds	81621	82157	-	OAKKFK_01804		dUTPase family protein	SO:0001217, UniRef:UniRef50_A0A380DW80
contig_47	cds	82154	82399	-	OAKKFK_01805		DUF1024 domain-containing protein	SO:0001217, UniRef:UniRef50_B2ZYX1
contig_47	cds	82414	82656	-	OAKKFK_01806		Phage conserved Open Reading Frame 51	SO:0001217, UniRef:UniRef50_A0A380EII9
contig_47	cds	82659	82916	-	OAKKFK_01807		DUF3310 domain-containing protein	SO:0001217, UniRef:UniRef50_B2ZYW4
contig_47	cds	82916	83224	-	OAKKFK_01808		SA1788 family PVL leukocidin-associated protein	SO:0001217, UniRef:UniRef50_UPI000447F374
contig_48	ncRNA	3	278	+	OAKKFK_01809	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
contig_48	cds	568	1581	+	OAKKFK_01810		Sugar-binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7V7VIG1
contig_48	cds	1634	2644	+	OAKKFK_01811		Glyceraldehyde-3-phosphate dehydrogenase	SO:0001217, UniRef:UniRef50_P0C0G6
contig_48	cds	2783	3973	+	OAKKFK_01812		Phosphoglycerate kinase	SO:0001217, UniRef:UniRef50_Q8Y4I2
contig_48	cds	4095	4856	+	OAKKFK_01813		Triosephosphate isomerase	SO:0001217, UniRef:UniRef50_A0A1E5LDZ7
contig_48	cds	4859	6376	+	OAKKFK_01814		2,3-bisphosphoglycerate-independent phosphoglycerate mutase	SO:0001217, UniRef:UniRef50_A7G9Y2
contig_48	cds	6506	7810	+	OAKKFK_01815		Enolase	SO:0001217, UniRef:UniRef50_Q97QS2
contig_48	cds	8149	8607	+	OAKKFK_01816		DUF2127 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G027
contig_48	cds	8674	8907	+	OAKKFK_01817	secG	putative protein-export membrane protein SecG	SO:0001217, UniRef:UniRef50_Q49W06
contig_48	cds	9023	9763	+	OAKKFK_01818		Carboxylesterase	SO:0001217, UniRef:UniRef50_Q06174
contig_48	cds	9797	12169	+	OAKKFK_01819		Ribonuclease R	SO:0001217, UniRef:UniRef50_O32231
contig_48	cds	12191	12655	+	OAKKFK_01820		SsrA-binding protein	SO:0001217, UniRef:UniRef50_A8FHG7
contig_48	tmRNA	12746	13104	+	OAKKFK_01821	ssrA	transfer-messenger RNA, SsrA	SO:0000584
contig_48	cds	13211	13426	-	OAKKFK_01822	araC	AraC family transcriptional regulator	SO:0001217, UniRef:UniRef50_I7HAS8
contig_48	cds	13438	14553	-	OAKKFK_01823		Integrase	SO:0001217, UniRef:UniRef50_Q4L4L4
contig_48	cds	14559	15296	-	OAKKFK_01824		Helix-turn-helix XRE family protein	SO:0001217, UniRef:UniRef50_I7H3R9
contig_48	cds	15448	15666	+	OAKKFK_01825		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q4L4L6
contig_48	cds	15678	15824	+	OAKKFK_01826		Pathogenicity island protein	SO:0001217, UniRef:UniRef50_K7ZK18
contig_48	cds	15817	16041	+	OAKKFK_01827		Pathogenicity island protein	SO:0001217, UniRef:UniRef50_A0A0M2P1K0
contig_48	cds	16042	16341	+	OAKKFK_01828		Pathogenicity island protein Orf16	SO:0001217, UniRef:UniRef50_I7GY15
contig_48	cds	16434	18806	+	OAKKFK_01829		Primase-like protein	SO:0001217, UniRef:UniRef50_E2FZQ1
contig_48	cds	19494	19838	+	OAKKFK_01830		hypothetical protein	
contig_48	cds	20063	20269	+	OAKKFK_01831		Pathogenicity island protein	SO:0001217, UniRef:UniRef50_A0AAE8Z1U2
contig_48	cds	20256	21314	+	OAKKFK_01832		Phage capsid protein	SO:0001217, UniRef:UniRef50_E2FZQ5
contig_48	cds	21492	21983	+	OAKKFK_01833		Pathogenicity island protein	SO:0001217, UniRef:UniRef50_A0A0H2XEB8
contig_48	cds	22412	23380	+	OAKKFK_01834		Abi family protein	SO:0001217, UniRef:UniRef50_I7H3R7
contig_48	cds	23605	23799	+	OAKKFK_01835		hypothetical protein	
contig_48	cds	24537	25337	+	OAKKFK_01836	seb	staphylococcal enterotoxin type B	BlastRules:WP_000278085, NCBIProtein:AAA88550.1, SO:0001217, UniRef:UniRef50_P34071
contig_48	cds	25415	25972	-	OAKKFK_01837		DUF4888 domain-containing protein	SO:0001217, UniRef:UniRef50_M9NUJ8
contig_48	cds	27439	27762	-	OAKKFK_01838		Phage protein	SO:0001217, UniRef:UniRef50_A0A6G4N846
contig_48	cds	28116	28844	-	OAKKFK_01839		DUF5067 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G019
contig_48	cds	29442	29963	+	OAKKFK_01840		SMODS-associated and fused to various effectors domain-containing protein	SO:0001217, UniRef:UniRef50_K9AW58
contig_48	cds	30102	30632	+	OAKKFK_01841		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G016
contig_49	cds	237	899	-	OAKKFK_01842		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	SO:0001217, UniRef:UniRef50_A0A6V7RKV3
contig_49	cds	1433	2164	+	OAKKFK_01843	erm(A)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	NCBIProtein:WP_001072201.1, SO:0001217, UniRef:UniRef50_P13956
contig_49	cds	2290	3072	-	OAKKFK_01844	ant(9)-Ia	aminoglycoside nucleotidyltransferase ANT(9)-Ia	NCBIProtein:WP_000067268.1, SO:0001217, UniRef:UniRef50_P0A0D0
contig_49	cds	3223	3600	-	OAKKFK_01845		hypothetical protein	
contig_49	cds	3607	5499	-	OAKKFK_01846		Transposase B from transposon Tn554	SO:0001217, UniRef:UniRef50_P0A053
contig_49	cds	5496	6581	-	OAKKFK_01847		Transposase A from transposon Tn554	SO:0001217, UniRef:UniRef50_P0A050
contig_50	cds	223	1056	-	OAKKFK_01848		NADP-dependent oxidoreductase domain-containing protein	SO:0001217, UniRef:UniRef50_B9DN15
contig_50	cds	1268	2176	-	OAKKFK_01849		NERD domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G1W5
contig_50	cds	2298	3494	-	OAKKFK_01850		S-adenosylmethionine synthase	SO:0001217, UniRef:UniRef50_Q4FNN1
contig_50	ncRNA-region	3600	3711	-			SAM riboswitch aptamer (S box leader)	RFAM:RF00162, SO:0000140
contig_50	cds	3866	5458	+	OAKKFK_01851		Phosphoenolpyruvate carboxykinase (ATP)	SO:0001217, UniRef:UniRef50_Q2G1W2
contig_50	cds	5836	6606	-	OAKKFK_01852		Peptidase S9 prolyl oligopeptidase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G2V6
contig_50	cds	6587	7066	-	OAKKFK_01853		8-oxo-dGTP diphosphatase	SO:0001217, UniRef:UniRef50_A0A0D6XNS6
contig_50	cds	7126	7383	+	OAKKFK_01854		Putative membrane protein insertion efficiency factor	SO:0001217, UniRef:UniRef50_A0A558AZU9
contig_50	cds	7380	8381	-	OAKKFK_01855		o-succinylbenzoate synthase	SO:0001217, UniRef:UniRef50_A0A0H2WWB5
contig_50	cds	8386	9864	-	OAKKFK_01856		2-succinylbenzoate--CoA ligase	SO:0001217, UniRef:UniRef50_Q2G2V3
contig_50	cds	10023	10505	-	OAKKFK_01857		DUF4909 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G2Y6
contig_50	cds	10818	11432	+	OAKKFK_01858		Endonuclease	SO:0001217, UniRef:UniRef50_A0A380E5B9
contig_50	cds	11513	12508	+	OAKKFK_01859		hypothetical protein	
contig_50	cds	12583	13209	+	OAKKFK_01860		Lipoprotein	SO:0001217, UniRef:UniRef50_Q2G2Y5
contig_50	cds	13250	13591	+	OAKKFK_01861		DUF3969 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G2Y2
contig_50	cds	13692	14264	+	OAKKFK_01862		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A9X4L6S9
contig_50	cds	14462	15031	-	OAKKFK_01863		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9W5PY98
contig_50	cds	15382	15474	-	OAKKFK_01864		hypothetical protein	
contig_50	ncRNA	15662	15756	-	OAKKFK_01865	fstAT	Fst antitoxin sRNA	RFAM:RF01797, SO:0000655
contig_50	cds	16062	16562	-	OAKKFK_01866		hypothetical protein	
contig_50	cds	17014	18243	-	OAKKFK_01867		Restriction endonuclease subunit S	SO:0001217, UniRef:UniRef50_A0A2I7Y4B2
contig_50	cds	18236	19372	-	OAKKFK_01868		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A4U0ZKK5
contig_51	cds	289	1032	-	OAKKFK_01869		GP-PDE domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FXK4
contig_51	cds	1112	1558	+	OAKKFK_01870		Peroxiredoxin	SO:0001217, UniRef:UniRef50_B9DN81
contig_51	cds	1673	2830	+	OAKKFK_01871		Aminotransferase class V domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FXK2
contig_51	cds	2817	4421	+	OAKKFK_01872		D-3-phosphoglycerate dehydrogenase	SO:0001217, UniRef:UniRef50_B9DN70
contig_51	cds	4571	5701	-	OAKKFK_01873	ppaX	Pyrophosphatase PpaX	SO:0001217, UniRef:UniRef50_A0A6N3EB75
contig_51	cds	5808	7274	-	OAKKFK_01874		N-acetylglucosamine permease IIC component / N-acetylglucosamine-specific phosphotransferase enzyme IIB component	SO:0001217, UniRef:UniRef50_A0A654B374
contig_51	cds	7402	8019	-	OAKKFK_01875		1-acyl-sn-glycerol-3-phosphate acyltransferase	SO:0001217, UniRef:UniRef50_A0A1D4JQG0
contig_51	cds	8191	9465	+	OAKKFK_01876		Serine protease HtrA-like	SO:0001217, UniRef:UniRef50_A0A239Z1D6
contig_51	cds	9559	10821	-	OAKKFK_01877		Tyrosine--tRNA ligase 1	SO:0001217, UniRef:UniRef50_P0DM33
contig_51	cds	11203	12108	+	OAKKFK_01878		peptidoglycan glycosyltransferase	SO:0001217, UniRef:UniRef50_G5JFR8
contig_51	cds	12311	14986	-	OAKKFK_01879	harA	haptoglobin-binding heme uptake protein HarA	SO:0001217, UniRef:UniRef50_Q2FXJ2, VFDB:VFC0272, VFDB:VFG044443
contig_51	ncRNA	15040	15099	+	OAKKFK_01880	rsaB	RNA Staph. aureus A	RFAM:RF01817, SO:0000655
contig_51	cds	15319	16986	-	OAKKFK_01881		Formate--tetrahydrofolate ligase	SO:0001217, UniRef:UniRef50_Q5HF42
contig_51	cds	17426	19132	-	OAKKFK_01882		acetate--CoA ligase	SO:0001217, UniRef:UniRef50_A0A2M8L3Z1
contig_51	cds	19301	19933	+	OAKKFK_01883	acuA	Acetoin utilization protein AcuA	SO:0001217, UniRef:UniRef50_I3ECF2
contig_51	cds	19958	21127	+	OAKKFK_01884	acuC	Acetoin utilization protein AcuC	SO:0001217, UniRef:UniRef50_P64375
contig_51	cds	21225	22214	-	OAKKFK_01885		Catabolite control protein A	SO:0001217, UniRef:UniRef50_Q5HNH3
contig_51	cds	22754	23845	-	OAKKFK_01886		Protein AroA(G)	SO:0001217, UniRef:UniRef50_P39912
contig_51	cds	24539	25897	-	OAKKFK_01887		Maebl	SO:0001217, UniRef:UniRef50_A0A0H2XJG9
contig_51	cds	25971	26462	-	OAKKFK_01888		hypothetical protein	
contig_51	cds	26536	27849	-	OAKKFK_01889		UDP-N-acetylmuramate--L-alanine ligase	SO:0001217, UniRef:UniRef50_Q8Y6S8
contig_51	cds	27873	31697	-	OAKKFK_01890		hypothetical protein	PFAM:PF01580.24, PFAM:PF09397.16, PFAM:PF17854.6
contig_51	cds	31718	32314	-	OAKKFK_01891	ytpR	Putative tRNA-binding protein YtpR	SO:0001217, UniRef:UniRef50_O34943
contig_51	cds	32343	33200	-	OAKKFK_01892		UPF0354 protein SAOUHSC_01859	SO:0001217, UniRef:UniRef50_Q2FXI7
contig_51	cds	33300	33611	-	OAKKFK_01893		Thioredoxin	SO:0001217, UniRef:UniRef50_A0A380G846
contig_51	cds	33676	34752	-	OAKKFK_01894		Glutamyl aminopeptidase Deblocking aminopeptidase	SO:0001217, UniRef:UniRef50_A0A0D1GA35
contig_51	cds	34836	35150	+	OAKKFK_01895		PepSY domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FXI4
contig_51	cds	35275	36117	-	OAKKFK_01896		Metal-dependent hydrolase	SO:0001217, UniRef:UniRef50_A0A077US04
contig_51	ncRNA	36384	36442	+	OAKKFK_01897	sau-5949	Staphylococcus sRNA sau-5949	RFAM:RF02396, SO:0000655
contig_51	cds	36588	37232	-	OAKKFK_01898		tRNA (guanine-N(7)-)-methyltransferase	SO:0001217, UniRef:UniRef50_Q2FXI2
contig_51	cds	37247	38038	-	OAKKFK_01899	ytmP	Phosphotransferase YtmP	SO:0001217, UniRef:UniRef50_I3ECD2
contig_51	cds	38588	39436	-	OAKKFK_01900		D-alanine aminotransferase	SO:0001217, UniRef:UniRef50_Q5HNG0
contig_51	cds	39440	40849	-	OAKKFK_01901	sapep	Mn(2+)-dependent dipeptidase Sapep	BlastRules:WP_000265417, SO:0001217, UniRef:UniRef50_Q2FXH9
contig_51	cds	41407	41829	-	OAKKFK_01902		hypothetical protein	
contig_51	cds	41846	42541	-	OAKKFK_01903		Pseudouridine synthase	SO:0001217, UniRef:UniRef50_A0A2S6D0E1
contig_51	cds	42538	44199	-	OAKKFK_01904		Polysaccharide biosynthesis protein C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_B9E7H2
contig_51	cds	44606	45874	+	OAKKFK_01905		Aminoacetone oxidase family FAD-binding enzyme	SO:0001217, UniRef:UniRef50_A0A0U1MPZ9
contig_51	cds	45991	52551	-	OAKKFK_01906	sasC	LPXTG-anchored repetitive surface protein SasC	BlastRules:WP_001050546, SO:0001217, UniRef:UniRef50_C7BUR8
contig_51	cds	52877	53188	-	OAKKFK_01907		Putative sulfur transferase	SO:0001217, UniRef:UniRef50_A0A654B5B2
contig_51	cds	53210	55627	-	OAKKFK_01908		Leucine--tRNA ligase	SO:0001217, UniRef:UniRef50_A4IRY3
contig_51	cds	55915	57096	-	OAKKFK_01909		Major facilitator superfamily (MFS) profile domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FXH1
contig_51	cds	57206	58159	+	OAKKFK_01910		Radical SAM core domain-containing protein	SO:0001217, UniRef:UniRef50_A0A917VZ72
contig_51	cds	58156	58719	+	OAKKFK_01911		tRNA (mnm(5)s(2)U34)-methyltransferase	SO:0001217, UniRef:UniRef50_Q2FXG9
contig_51	cds	58842	59243	-	OAKKFK_01912		HTH-type transcriptional regulator rot	SO:0001217, UniRef:UniRef50_Q9RFJ6
contig_51	cds	59814	60641	-	OAKKFK_01913		Serine aminopeptidase S33 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FXG5
contig_51	cds	60875	61876	+	OAKKFK_01914		proline dehydrogenase	SO:0001217, UniRef:UniRef50_A0A390ZXL9
contig_51	cds	61998	62462	-	OAKKFK_01915		6,7-dimethyl-8-ribityllumazine synthase	SO:0001217, UniRef:UniRef50_Q8RIR4
contig_51	cds	62475	63656	-	OAKKFK_01916		Riboflavin biosynthesis protein RibBA	SO:0001217, UniRef:UniRef50_Q4L7B1
contig_51	cds	63667	64299	-	OAKKFK_01917		Riboflavin synthase	SO:0001217, UniRef:UniRef50_B9DN31
contig_51	cds	64306	65349	-	OAKKFK_01918	ribD	Riboflavin biosynthesis protein RibD	SO:0001217, UniRef:UniRef50_A0A3S7GXG8
contig_51	ncRNA-region	65476	65611	-			FMN riboswitch aptamer (RFN element)	RFAM:RF00050, SO:0000035
contig_51	cds	65830	67332	-	OAKKFK_01919		FAD-dependent urate hydroxylase HpyO/Asp monooxygenase CreE-like FAD/NAD(P)-binding domain-containing protein	SO:0001217, UniRef:UniRef50_K9ASI5
contig_51	cds	67855	68169	+	OAKKFK_01920	sdpR	Transcriptional repressor SdpR	SO:0001217, UniRef:UniRef50_A0A6V7RQ67
contig_51	cds	68169	69461	+	OAKKFK_01921	arsB	arsenite efflux transporter membrane subunit ArsB	NCBIFam:NF033877.0, SO:0001217, UniRef:UniRef50_A0A060PLP0
contig_51	cds	69548	70402	-	OAKKFK_01922		Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase-like domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FXF4
contig_51	cds	70678	70902	-	OAKKFK_01923		hypothetical protein	
contig_51	cds	71101	71571	+	OAKKFK_01924	sigS	RNA polymerase sigma factor SigS	BlastRules:WP_000671063, SO:0001217, UniRef:UniRef50_Q2FXF2
contig_51	cds	71684	72127	+	OAKKFK_01925	comK	Competence protein ComK	SO:0001217, UniRef:UniRef50_Q2FXF1
contig_51	cds	72114	72557	-	OAKKFK_01926		Staphylococcal protein	SO:0001217, UniRef:UniRef50_Q2FXF0
contig_51	cds	72853	73488	+	OAKKFK_01927	sdpA	CPBP family intramembrane metalloprotease SdpA	BlastRules:WP_001168904, SO:0001217, UniRef:UniRef50_Q2FXE9
contig_51	cds	73928	74641	-	OAKKFK_01928		Transaldolase	SO:0001217, UniRef:UniRef50_F9P7J7
contig_51	cds	74901	75203	+	OAKKFK_01929		hypothetical protein	SO:0001217, UniRef:UniRef50_Q5HND2
contig_51	cds	75459	75824	+	OAKKFK_01930	fluC	Fluoride-specific ion channel FluC 1	SO:0001217, UniRef:UniRef50_Q2FXE6
contig_51	cds	75821	76174	+	OAKKFK_01931	fluC	Fluoride-specific ion channel FluC 2	SO:0001217, UniRef:UniRef50_Q2FXE5
contig_52	cds	25	183	+	OAKKFK_01932		hypothetical protein	
contig_52	cds	462	1763	+	OAKKFK_01933		Pyrimidine-nucleoside phosphorylase	SO:0001217, UniRef:UniRef50_Q99SC3
contig_52	cds	1777	2127	+	OAKKFK_01934	mauE	Methylamine utilisation protein MauE domain-containing protein	SO:0001217, UniRef:UniRef50_B9DJX6
contig_52	cds	2279	2749	-	OAKKFK_01935		S-ribosylhomocysteine lyase	SO:0001217, UniRef:UniRef50_U1RNV3
contig_52	cds	3060	4244	+	OAKKFK_01936		Peptidase M20 domain-containing protein 2	SO:0001217, UniRef:UniRef50_Q79EU8
contig_52	cds	4244	5437	+	OAKKFK_01937		L-aspartate--L-methionine ligase	SO:0001217, UniRef:UniRef50_Q2FWC5
contig_52	cds	5836	6507	+	OAKKFK_01938		DUF2750 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FWC6
contig_52	cds	6638	7441	-	OAKKFK_01939		Type II pantothenate kinase	SO:0001217, UniRef:UniRef50_Q2FWC7
